miteorigin,sp,year,bl,sex,origin,bodysize,Species,num,hunum,invnum,intnum,sum,p,vesp,hup,invp,intp,newcomp,totalp
G,ves,2017,78,m,W,5.08,int,2,0,1,2,10,0.2,0.7,0,0.1,0.2,0,1
G,ves,2017,79,m,M,4.9,int,3,0,0,3,10,0.3,0.7,0,0,0.3,0,1
G,ves,2017,80,m,W,6.55,int,5,0,0,5,9,0.555555556,0.444444444,0,0,0.555555556,0,0.9
G,ves,2017,81,m,M,5.81,int,2,0,1,2,6,0.333333333,0.5,0,0.166666667,0.333333333,0,0.6
G,ves,2017,82,m,M,5.4,int,0,0,0,0,10,0,1,0,0,0,0,1
W,ves,2017,83,m,W,5.08,int,0,0,0,0,10,0,1,0,0,0,0,1
W,ves,2017,84,m,M,6.96,int,0,0,0,0,7,0,1,0,0,0,0,0.7
W,ves,2017,85,m,M,4.9,int,0,0,0,0,9,0,1,0,0,0,0,0.9
W,ves,2017,86,m,W,6.55,int,0,0,3,0,9,0,0.666666667,0,0.333333333,0,0,0.9
W,ves,2017,87,m,M,5.81,int,0,0,0,0,9,0,1,0,0,0,0,0.9
W,ves,2017,88,m,M,5.01,int,1,0,0,1,9,0.111111111,0.888888889,0,0,0.111111111,0,0.9
G,ves,2017,89,m,M,6.31,int,2,0,2,2,8,0.25,0.5,0,0.25,0.25,0,0.8
G,ves,2017,90,m,T,5.85,int,3,2,0,3,10,0.3,0.5,0.2,0,0.3,0,1
G,ves,2017,91,f,W,5.8,int,2,0,0,2,9,0.222222222,0.777777778,0,0,0.222222222,0,0.9
G,ves,2017,92,m,W,5.08,int,3,0,0,3,9,0.333333333,0.666666667,0,0,0.333333333,0,0.9
G,ves,2017,93,m,W,6.55,int,6,0,0,6,9,0.666666667,0.333333333,0,0,0.666666667,0,0.9
W,hu,2017,94,m,M,6.31,int,7,1,0,7,10,0.7,0.2,0.1,0,0.7,0,1
G,hu,2017,95,m,M,6.96,int,4,2,0,4,7,0.571428571,0.142857143,0.285714286,0,0.571428571,0,0.7
G,inv,2017,96,m,T,5.85,int,3,0,6,3,10,0.3,0.1,0,0.6,0.3,0,1
G,ves,2018,150,f,G,4.75,ves,7,0,2,1,10,0.7,0.7,0,0.2,0.1,1,1
G,int,2018,151,m,G,4.31,ves,0,4,0,6,10,0,0,0.4,0,0.6,0,1
G,inv,2018,153,m,G,5.17,ves,0,0,1,8,9,0,0,0,0.111111111,0.888888889,0,0.9
G,inv,2018,155,m,G,5.62,ves,0,4,4,1,9,0,0,0.444444444,0.444444444,0.111111111,0,0.9
G,hu,2018,156,m,G,5.47,ves,0,0,4,3,7,0,0,0,0.571428571,0.428571429,0,0.7
G,hu,2018,157,f,G,4.45,ves,0,7,2,0,9,0,0,0.777777778,0.222222222,0,0,0.9
G,hu,2018,158,m,W,5.71,ves,0,7,0,2,9,0,0,0.777777778,0,0.222222222,0,0.9
G,hu,2018,159,m,G,5.02,ves,0,3,0,4,7,0,0,0.428571429,0,0.571428571,0,0.7
G,ves,2018,160,m,W,5.26,ves,4,0,3,1,8,0.5,0.5,0,0.375,0.125,1,0.8
G,int,2018,161,m,W,5.32,ves,0,3,0,7,10,0,0,0.3,0,0.7,0,1
G,inv,2018,162,m,G,4.89,ves,0,0,4,3,7,0,0,0,0.571428571,0.428571429,0,0.7
W,int,2018,163,f,W,4.34,ves,1,2,0,6,9,0.111111111,0.111111111,0.222222222,0,0.666666667,0,0.9
W,int,2018,164,m,W,4.13,ves,4,4,0,2,10,0.4,0.4,0.4,0,0.2,0,1
W,int,2018,165,m,G,4.28,ves,3,4,0,3,10,0.3,0.3,0.4,0,0.3,0,1
W,inv,2018,166,f,G,4.91,ves,0,0,1,9,10,0,0,0,0.1,0.9,0,1
W,inv,2018,168,f,G,4.85,ves,5,0,0,4,9,0.555555556,0.555555556,0,0,0.444444444,0,0.9
W,hu,2018,169,m,W,5.05,ves,0,7,0,3,10,0,0,0.7,0,0.3,0,1
W,hu,2018,170,m,W,4.41,ves,2,1,0,1,4,0.5,0.5,0.25,0,0.25,0,0.4
W,hu,2018,171,f,W,4.78,ves,1,5,0,0,6,0.166666667,0.166666667,0.833333333,0,0,0,0.6
W,hu,2018,172,m,W,5.44,ves,0,4,0,3,7,0,0,0.571428571,0,0.428571429,0,0.7
W,ves,2018,173,f,W,5.18,ves,10,0,0,0,10,1,1,0,0,0,1,1
W,ves,2018,174,f,W,4.9,ves,10,0,0,0,10,1,1,0,0,0,1,1
W,ves,2018,175,m,W,4.63,ves,10,0,0,0,10,1,1,0,0,0,1,1
G,ves,2018,188,m,G,5.34,ves,10,,,,10,1,1,0,0,0,1,1
G,ves,2018,189,f,G,4.7,ves,7,0,1,1,9,0.777777778,0.777777778,0,0.111111111,0.111111111,1,0.9
G,ves,2018,190,f,G,4.62,ves,5,1,0,4,10,0.5,0.5,0.1,0,0.4,1,1
G,ves,2018,191,m,G,5.62,ves,8,0,0,0,8,1,1,0,0,0,1,0.8
G,int,2018,192,f,G,4.45,ves,0,4,0,5,9,0,0,0.444444444,0,0.555555556,0,0.9
G,int,2018,193,m,G,4.89,ves,0,5,0,5,10,0,0,0.5,0,0.5,0,1
G,hu,2018,194,m,G,5.02,ves,0,4,0,3,7,0,0,0.571428571,0,0.428571429,0,0.7
G,hu,2018,195,f,G,4.75,ves,0,8,0,0,8,0,0,1,0,0,0,0.8
G,hu,2018,196,m,W,5.71,ves,0,5,0,2,7,0,0,0.714285714,0,0.285714286,0,0.7
G,inv,2018,197,m,W,5.26,ves,0,6,0,4,10,0,0,0.6,0,0.4,0,1
G,inv,2018,198,f,G,5.47,ves,0,3,0,4,7,0,0,0.428571429,0,0.571428571,0,0.7
G,inv,2018,199,m,G,4.31,ves,0,4,1,5,10,0,0,0.4,0.1,0.5,0,1
W,ves,2018,200,m,G,4.98,ves,9,1,0,0,10,0.9,0.9,0.1,0,0,1,1
W,ves,2018,201,f,G,5.3,ves,9,0,0,1,10,0.9,0.9,0,0,0.1,1,1
W,ves,2018,202,m,G,4.75,ves,9,0,0,0,9,1,1,0,0,0,1,0.9
W,int,2018,203,m,G,4.93,ves,5,0,0,4,9,0.555555556,0.555555556,0,0,0.444444444,0,0.9
W,int,2018,204,f,G,4.78,ves,3,2,0,3,8,0.375,0.375,0.25,0,0.375,0,0.8
W,int,2018,205,m,G,4.99,ves,7,2,0,0,9,0.777777778,0.777777778,0.222222222,0,0,0,0.9
W,inv,2018,206,m,G,4.48,ves,4,0,0,6,10,0.4,0.4,0,0,0.6,0,1
W,inv,2018,207,f,G,4.97,ves,5,1,0,3,9,0.555555556,0.555555556,0.111111111,0,0.333333333,0,0.9
W,inv,2018,208,m,G,4.28,ves,0,0,1,9,10,0,0,0,0.1,0.9,0,1
W,hu,2018,209,f,G,4.38,ves,0,1,0,9,10,0,0,0.1,0,0.9,0,1
W,hu,2018,210,m,G,5.76,ves,0,1,1,6,8,0,0,0.125,0.125,0.75,0,0.8
W,hu,2018,211,m,G,4.88,ves,0,0,0,8,8,0,0,0,0,1,0,0.8
G,ves,2018,150,f,G,5.25,hu,0,0,2,1,10,0,,,,,0,1
G,int,2018,151,m,G,7.17,hu,4,4,0,6,10,0.4,,,,,0,1
G,inv,2018,153,m,G,6.38,hu,0,0,1,8,9,0,,,,,0,0.9
G,inv,2018,155,m,G,7.29,hu,4,4,4,1,9,0.444444444,,,,,0,0.9
G,hu,2018,156,m,W,7.08,hu,0,0,4,3,7,0,,,,,1,0.7
G,hu,2018,157,f,W,6.97,hu,7,7,2,0,9,0.777777778,,,,,1,0.9
G,hu,2018,158,m,G,6.52,hu,7,7,0,2,9,0.777777778,,,,,1,0.9
G,hu,2018,159,m,G,6.99,hu,3,3,0,4,7,0.428571429,,,,,1,0.7
G,ves,2018,160,m,W,5.67,hu,0,0,3,1,8,0,,,,,0,0.8
G,int,2018,161,m,G,6.2,hu,3,3,0,7,10,0.3,,,,,0,1
G,inv,2018,162,m,G,6.71,hu,0,0,4,3,7,0,,,,,0,0.7
W,int,2018,163,f,G,5.86,hu,2,2,0,6,9,0.222222222,,,,,0,0.9
W,int,2018,164,m,G,7.6,hu,4,4,0,2,10,0.4,,,,,0,1
W,int,2018,165,m,G,6.2,hu,4,4,0,3,10,0.4,,,,,0,1
W,inv,2018,166,f,G,6.89,hu,0,0,1,9,10,0,,,,,0,1
W,inv,2018,168,f,G,7.29,hu,0,0,0,4,9,0,,,,,0,0.9
W,hu,2018,169,m,G,8.17,hu,7,7,0,3,10,0.7,,,,,1,1
W,hu,2018,170,m,W,5.96,hu,1,1,0,1,4,0.25,,,,,1,0.4
W,hu,2018,171,f,M,6.06,hu,5,5,0,0,6,0.833333333,,,,,1,0.6
W,hu,2018,172,m,G,8.66,hu,4,4,0,3,7,0.571428571,,,,,1,0.7
W,ves,2018,173,f,M,9.1,hu,0,0,0,0,10,0,,,,,0,1
W,ves,2018,174,f,M,5.55,hu,0,0,0,0,10,0,,,,,0,1
W,ves,2018,175,m,G,8.39,hu,0,0,0,0,10,0,,,,,0,1
G,ves,2018,188,m,G,8.39,hu,0,,,,10,0,,,,,0,1
G,ves,2018,189,f,M,9.1,hu,0,0,1,1,9,0,,,,,0,0.9
G,ves,2018,190,f,G,5.86,hu,1,1,0,4,10,0.1,,,,,0,1
G,ves,2018,191,m,G,6.2,hu,0,0,0,0,8,0,,,,,0,0.8
G,int,2018,192,f,G,6.84,hu,4,4,0,5,9,0.444444444,,,,,0,0.9
G,int,2018,193,m,G,7.17,hu,5,5,0,5,10,0.5,,,,,0,1
G,hu,2018,194,m,G,7.6,hu,4,4,0,3,7,0.571428571,,,,,1,0.7
G,hu,2018,195,f,G,7.29,hu,8,8,0,0,8,1,,,,,1,0.8
G,hu,2018,196,m,G,8.17,hu,5,5,0,2,7,0.714285714,,,,,1,0.7
G,inv,2018,197,m,W,5.96,hu,6,6,0,4,10,0.6,,,,,0,1
G,inv,2018,198,f,M,6.06,hu,3,3,0,4,7,0.428571429,,,,,0,0.7
G,inv,2018,199,m,G,8.66,hu,4,4,1,5,10,0.4,,,,,0,1
W,ves,2018,200,m,G,6.38,hu,1,1,0,0,10,0.1,,,,,0,1
W,ves,2018,201,f,M,5.55,hu,0,0,0,1,10,0,,,,,0,1
W,ves,2018,202,m,G,6.52,hu,0,0,0,0,9,0,,,,,0,0.9
W,int,2018,203,m,W,5.67,hu,0,0,0,4,9,0,,,,,0,0.9
W,int,2018,204,f,G,6.77,hu,2,2,0,3,8,0.25,,,,,0,0.8
W,int,2018,205,m,G,5.89,hu,2,2,0,0,9,0.222222222,,,,,0,0.9
W,inv,2018,206,m,G,7.29,hu,0,0,0,6,10,0,,,,,0,1
W,inv,2018,207,f,W,7.95,hu,1,1,0,3,9,0.111111111,,,,,0,0.9
W,inv,2018,208,m,M,6.25,hu,0,0,1,9,10,0,,,,,0,1
W,hu,2018,209,f,G,5.57,hu,1,1,0,9,10,0.1,,,,,1,1
W,hu,2018,210,m,G,6.71,hu,1,1,1,6,8,0.125,,,,,1,0.8
W,hu,2018,211,m,G,6.99,hu,0,0,0,8,8,0,,,,,1,0.8
G,ves,2018,150,f,G,6.56,inv,2,0,2,1,10,0.2,,,,,0,1
G,int,2018,151,m,G,5.42,inv,0,4,0,6,10,1,,,,,0,1
G,inv,2018,153,m,G,7.09,inv,1,0,1,8,9,0.111111111,,,,,1,0.9
G,inv,2018,155,m,G,6.02,inv,4,4,4,1,9,0.444444444,,,,,1,0.9
G,hu,2018,156,m,G,5.91,inv,4,0,4,3,7,0.571428571,,,,,0,0.7
G,hu,2018,157,f,G,6.47,inv,2,7,2,0,9,0.222222222,,,,,0,0.9
G,hu,2018,158,m,G,6.1,inv,0,7,0,2,9,0,,,,,0,0.9
G,hu,2018,159,m,G,7.06,inv,0,3,0,4,7,0,,,,,0,0.7
G,ves,2018,160,m,G,6.54,inv,3,0,3,1,8,0.375,,,,,0,0.8
G,int,2018,161,m,G,7.07,inv,0,3,0,7,10,0,,,,,0,1
G,inv,2018,162,m,W,6.95,inv,4,0,4,3,7,0.571428571,,,,,1,0.7
W,int,2018,163,f,G,7.06,inv,0,2,0,6,9,0,,,,,0,0.9
W,int,2018,164,m,W,6.95,inv,0,4,0,2,10,0,,,,,0,1
W,int,2018,165,m,G,6.02,inv,0,4,0,3,10,0,,,,,0,1
W,inv,2018,166,f,G,5.95,inv,1,0,1,9,10,0.1,,,,,1,1
W,inv,2018,168,f,G,6.63,inv,0,0,0,4,9,0,,,,,1,0.9
W,hu,2018,169,m,G,7.07,inv,0,7,0,3,10,0,,,,,0,1
W,hu,2018,170,m,G,5.42,inv,0,1,0,1,4,0,,,,,0,0.4
W,hu,2018,171,f,G,6.56,inv,0,5,0,0,6,0,,,,,0,0.6
W,hu,2018,172,m,G,5.39,inv,0,4,0,3,7,0,,,,,0,0.7
W,ves,2018,173,f,G,5.91,inv,0,0,0,0,10,0,,,,,0,1
W,ves,2018,174,f,G,6.47,inv,0,0,0,0,10,0,,,,,0,1
W,ves,2018,175,m,G,6.1,inv,0,0,0,0,10,0,,,,,0,1
G,ves,2018,188,m,G,7.09,inv,0,,,,10,0,,,,,0,1
G,ves,2018,189,f,G,5.42,inv,1,0,1,1,9,0.111111111,,,,,0,0.9
G,ves,2018,190,f,G,6.56,inv,0,1,0,4,10,0,,,,,0,1
G,ves,2018,191,m,G,5.39,inv,0,0,0,0,8,0,,,,,0,0.8
G,int,2018,192,f,G,6.63,inv,0,4,0,5,9,0,,,,,0,0.9
G,int,2018,193,m,G,6.02,inv,0,5,0,5,10,0,,,,,0,1
G,hu,2018,194,m,W,6.95,inv,0,4,0,3,7,0,,,,,0,0.7
G,hu,2018,195,f,G,5.95,inv,0,8,0,0,8,0,,,,,0,0.8
G,hu,2018,196,m,G,7.07,inv,0,5,0,2,7,0,,,,,0,0.7
G,inv,2018,197,m,G,7.06,inv,0,6,0,4,10,0,,,,,1,1
G,inv,2018,198,f,G,5.91,inv,0,3,0,4,7,0,,,,,1,0.7
G,inv,2018,199,m,G,6.1,inv,1,4,1,5,10,0.1,,,,,1,1
W,ves,2018,200,m,G,5.42,inv,0,1,0,0,10,0,,,,,0,1
W,ves,2018,201,f,G,6.56,inv,0,0,0,1,10,0,,,,,0,1
W,ves,2018,202,m,G,6.54,inv,0,0,0,0,9,0,,,,,0,0.9
W,int,2018,203,m,G,7.09,inv,0,0,0,4,9,0,,,,,0,0.9
W,int,2018,204,f,G,6.63,inv,0,2,0,3,8,0,,,,,0,0.8
W,int,2018,205,m,G,6.02,inv,0,2,0,0,9,0,,,,,0,0.9
W,inv,2018,206,m,W,6.95,inv,0,0,0,6,10,0,,,,,1,1
W,inv,2018,207,f,G,5.95,inv,0,1,0,3,9,0,,,,,1,0.9
W,inv,2018,208,m,G,7.07,inv,1,0,1,9,10,0.1,,,,,1,1
W,hu,2018,209,f,G,5.91,inv,0,1,0,9,10,0,,,,,0,1
W,hu,2018,210,m,G,7.06,inv,1,1,1,6,8,0.125,,,,,0,0.8
W,hu,2018,211,m,G,6.1,inv,0,0,0,8,8,0,,,,,0,0.8
G,ves,2018,150,f,M,6.44,int,1,0,2,1,10,0.1,,,,,0,1
G,int,2018,151,m,G,6.17,int,6,4,0,6,10,0.6,,,,,1,1
G,inv,2018,153,m,M,5.68,int,8,0,1,8,9,0.888888889,,,,,0,0.9
G,inv,2018,155,m,M,5.22,int,1,4,4,1,9,0.111111111,,,,,0,0.9
G,hu,2018,156,m,W,4.95,int,3,0,4,3,7,0.428571429,,,,,0,0.7
G,hu,2018,157,f,G,5.33,int,0,7,2,0,9,0,,,,,0,0.9
G,hu,2018,158,m,M,5.13,int,2,7,0,2,9,0.222222222,,,,,0,0.9
G,hu,2018,159,m,G,6.76,int,4,3,0,4,7,0.571428571,,,,,0,0.7
G,ves,2018,160,m,G,7,int,1,0,3,1,8,0.125,,,,,0,0.8
G,int,2018,161,m,G,7.04,int,7,3,0,7,10,0.7,,,,,1,1
G,inv,2018,162,m,G,6.03,int,3,0,4,3,7,0.428571429,,,,,0,0.7
W,int,2018,163,f,M,5.77,int,6,2,0,6,9,0.666666667,,,,,1,0.9
W,int,2018,164,m,M,5.68,int,2,4,0,2,10,0.2,,,,,1,1
W,int,2018,165,m,G,6.76,int,3,4,0,3,10,0.3,,,,,1,1
W,inv,2018,166,f,M,5.33,int,9,0,1,9,10,0.9,,,,,0,1
W,inv,2018,168,f,G,4.65,int,4,0,0,4,9,0.444444444,,,,,0,0.9
W,hu,2018,169,m,G,6.17,int,3,7,0,3,10,0.3,,,,,0,1
W,hu,2018,170,m,G,7,int,1,1,0,1,4,0.25,,,,,0,0.4
W,hu,2018,171,f,G,4.37,int,0,5,0,0,6,0,,,,,0,0.6
W,hu,2018,172,m,G,7.04,int,3,4,0,3,7,0.428571429,,,,,0,0.7
W,ves,2018,173,f,M,5.59,int,0,0,0,0,10,0,,,,,0,1
W,ves,2018,174,f,M,5.35,int,0,0,0,0,10,0,,,,,0,1
W,ves,2018,175,m,M,5.13,int,0,0,0,0,10,0,,,,,0,1
G,ves,2018,188,m,M,5.22,int,0,,,,10,0,,,,,0,1
G,ves,2018,189,f,M,6.49,int,1,0,1,1,9,0.111111111,,,,,0,0.9
G,ves,2018,190,f,W,5.06,int,4,1,0,4,10,0.4,,,,,0,1
G,ves,2018,191,m,M,5.13,int,0,0,0,0,8,0,,,,,0,0.8
G,int,2018,192,f,M,4.63,int,5,4,0,5,9,0.555555556,,,,,1,0.9
G,int,2018,193,m,G,6.17,int,5,5,0,5,10,0.5,,,,,1,1
G,hu,2018,194,m,G,6.03,int,3,4,0,3,7,0.428571429,,,,,0,0.7
G,hu,2018,195,f,W,5.28,int,0,8,0,0,8,0,,,,,0,0.8
G,hu,2018,196,m,G,7,int,2,5,0,2,7,0.285714286,,,,,0,0.7
G,inv,2018,197,m,G,6.76,int,4,6,0,4,10,0.4,,,,,0,1
G,inv,2018,198,f,M,6.05,int,4,3,0,4,7,0.571428571,,,,,0,0.7
G,inv,2018,199,m,G,7.04,int,5,4,1,5,10,0.5,,,,,0,1
W,ves,2018,200,m,M,5.13,int,0,1,0,0,10,0,,,,,0,1
W,ves,2018,201,f,M,6.44,int,1,0,0,1,10,0.1,,,,,0,1
W,ves,2018,202,m,M,5.22,int,0,0,0,0,9,0,,,,,0,0.9
W,int,2018,203,m,G,6.17,int,4,0,0,4,9,0.444444444,,,,,1,0.9
W,int,2018,204,f,W,4.65,int,3,2,0,3,8,0.375,,,,,1,0.8
W,int,2018,205,m,G,6.03,int,0,2,0,0,9,0,,,,,1,0.9
W,inv,2018,206,m,W,5.28,int,6,0,0,6,10,0.6,,,,,0,1
W,inv,2018,207,f,W,5.06,int,3,1,0,3,9,0.333333333,,,,,0,0.9
W,inv,2018,208,m,G,7,int,9,0,1,9,10,0.9,,,,,0,1
W,hu,2018,209,f,M,5.77,int,9,1,0,9,10,0.9,,,,,0,1
W,hu,2018,210,m,G,6.76,int,6,1,1,6,8,0.75,,,,,0,0.8
W,hu,2018,211,m,G,7.04,int,8,0,0,8,8,1,,,,,0,0.8
G,hu,2018,232,m,W,5.21,ves,0,7,0,0,7,0,0,1,0,0,0,0.7
G,hu,2018,233,m,G,3.57,ves,0,6,1,3,10,0,0,0.6,0.1,0.3,0,1
G,hu,2018,232,m,G,6.38,hu,7,,,,7,1,,,,,1,0.7
G,hu,2018,233,m,G,8.39,hu,6,,,,10,0.6,,,,,1,1
G,hu,2018,232,m,G,6.45,inv,0,,,,7,0,,,,,0,0.7
G,hu,2018,233,m,G,7.07,inv,1,,,,10,0.1,,,,,0,1
G,hu,2018,232,m,G,6.17,int,0,,,,7,0,,,,,0,0.7
G,hu,2018,233,m,G,7.04,int,3,,,,10,0.3,,,,,0,1